home_id,title,postcode,price,street,houseNumber,city,quarter,latitude,longitude,livingSpace,numberOfRooms,balcony,garden,monthlyRate,builtInKitchen,home_url
117126387,Nido I All-inclusive Wohnen - Zimmer für's Frühjahr '22 sichern,14199,719.0,Breite Straße,"42, 42A-B",Berlin,Schmargendorf (Wilmersdorf),52.4736,13.29542,33.0,1.0,true,true,N/A,true,https://www.immobilienscout24.de/expose/117126387
134111080,Elegante 3 Zimmer mit Wasserblick & Doorman,10557,2381.28,Am Hamburger Bahnhof,3,Berlin,Tiergarten (Tiergarten),52.5303,13.37059,108.24,3.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/134111080
133728003,Exclusive 2-Zimmer-Wohnung Diplomaten-Park,10785,2658.48,Clara-Wieck-Str.,11,Berlin,Tiergarten (Tiergarten),52.50784,13.35571,110.77,2.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/133728003
133467078,Luxus-Wohnung in der Villa Grunewaldherz,14195,8000.0,N/A,N/A,Berlin,Schmargendorf (Wilmersdorf),N/A,N/A,188.01,4.0,true,true,N/A,true,https://www.immobilienscout24.de/expose/133467078
87694091,Lichtdurchflutetes Penthouse im Herzen von Berlin,10117,6265.0,N/A,N/A,Berlin,Mitte (Mitte),N/A,N/A,311.84,5.0,true,true,N/A,true,https://www.immobilienscout24.de/expose/87694091
108371289,Maisonette-Wohnung mit Blick auf den Potsdamer Platz im Herzen von Berlin,10117,3845.0,Leipziger Platz,13,Berlin,Mitte (Mitte),52.51041,13.37894,174.86,4.0,true,true,N/A,true,https://www.immobilienscout24.de/expose/108371289
134235880,Wohnungstausch: Scheffelstraße 1,10000,1500.0,Scheffelstraße,1,Berlin,Lichtenberg (Lichtenberg),52.52053,13.47919,73.0,4.0,false,false,N/A,false,https://www.immobilienscout24.de/expose/134235880
134235889,Wohnungstausch: Südstern 24,10000,615.0,Südstern,24,Berlin,Kreuzberg (Kreuzberg),52.48873,13.40639,34.0,1.0,false,false,N/A,false,https://www.immobilienscout24.de/expose/134235889
134235902,Wohnungstausch: Lauterstraße 16,12000,2245.0,Lauterstraße,16,Berlin,Friedenau (Schöneberg),52.4741,13.33495,180.0,5.0,false,false,N/A,false,https://www.immobilienscout24.de/expose/134235902
134235914,Wohnungstausch: Emdener Straße 3,10000,630.0,Emdener Straße,3,Berlin,Tiergarten (Tiergarten),52.53003,13.33387,45.0,2.0,false,false,N/A,false,https://www.immobilienscout24.de/expose/134235914
134235948,Wohnungstausch: Josef-Orlopp-Strasse 4,10000,513.0,Josef-Orlopp-Straße,4,Berlin,Lichtenberg (Lichtenberg),52.52325,13.48945,63.0,3.0,false,false,N/A,false,https://www.immobilienscout24.de/expose/134235948
133575493,Deine neue Aussicht über Ahrensfelde -  Frisch renovierte 3-Zimmer-Wohnung,12689,699.1,Märkische Allee,390,Berlin,Marzahn (Marzahn),52.57082,13.56759,69.91,3.0,true,false,N/A,false,https://www.immobilienscout24.de/expose/133575493
134105743,Luxuriöser Wohntraum sucht neues Mieter-Traumpaar!,12487,1899.0,Trützschlerstrasse,3,Berlin,Johannisthal (Treptow),52.44546,13.50624,95.0,2.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/134105743
134231087,"LUXUS im Gleimkiez: 4 Zimmer-Wohnung mit EBK, Balkonen und Dachterrasse!!!",10437,2960.61,Gleimstraße,29,Berlin,Prenzlauer Berg (Prenzlauer Berg),52.54749,13.4127,154.0,4.0,false,false,N/A,true,https://www.immobilienscout24.de/expose/134231087
133481145,Attraktive Neubauwohnung mit 3 Zimmern und Balkon im Stadtgut Hellersdorf! // BEG 240,12629,818.18,Brigitte-Reimann-Straße,10,Berlin,Hellersdorf (Hellersdorf),52.54366,13.59607,74.38,3.0,true,false,N/A,false,https://www.immobilienscout24.de/expose/133481145
133874856,"Tauschwohnung: 2,5 Zimmer Wohnung am Südstern ",10967,580.0,N/A,N/A,Berlin,Kreuzberg (Kreuzberg),N/A,N/A,68.0,2.5,true,false,N/A,true,https://www.immobilienscout24.de/expose/133874856
131813337,Tauschwohnung: 2 Zi Whg in Künstlerkolonie gegen 4 Zi Whg,14197,450.0,N/A,N/A,Berlin,Wilmersdorf (Wilmersdorf),N/A,N/A,53.0,2.0,true,false,N/A,false,https://www.immobilienscout24.de/expose/131813337
133755052,Tauschwohnung: Ruhige Altbauwohnung im Samariterkiez gegen Potsdam ,10247,828.0,N/A,N/A,Berlin,Friedrichshain (Friedrichshain),N/A,N/A,92.0,3.0,true,true,N/A,false,https://www.immobilienscout24.de/expose/133755052
133546928,"Tauschwohnung: Suchen: 2,5-4 Zimmer / Bieten: 2 Zimmer / 1 Zimmer Wohnung",10315,400.0,N/A,N/A,Berlin,Friedrichsfelde (Lichtenberg),N/A,N/A,50.0,2.0,true,false,N/A,false,https://www.immobilienscout24.de/expose/133546928
133864658,"Tauschwohnung: 3,5 zimmer Altbau gegen  Wohnung im Prenzlberg mit Balkon",10437,1200.0,N/A,N/A,Berlin,Prenzlauer Berg (Prenzlauer Berg),N/A,N/A,126.0,3.5,true,false,N/A,true,https://www.immobilienscout24.de/expose/133864658
133524194,B.PLACE - Stilvolle 2-Zimmer Wohnung im urbanen Zentrum Berlins mit großem Balkon,10117,2100.0,Cora-Berliner-Straße,2-4,Berlin,Mitte (Mitte),52.51441,13.38003,62.0,2.0,true,true,N/A,true,https://www.immobilienscout24.de/expose/133524194
71776602,Schöne 2-Zimmer-Wohnung zu vermieten!,12049,647.0,Weisestr.,60,Berlin,Neukölln (Neukölln),52.47921,13.42355,53.0,2.0,true,false,N/A,false,https://www.immobilienscout24.de/expose/71776602
134143015,Erstbezug - Moderne 2-Zimmer-Wohnung in unmittelbarer Nähe zum Schloss Biesdorf!!,12683,1299.0,Kleiner Parkweg,11,Berlin,Biesdorf (Marzahn),52.5102,13.5566,62.98,2.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/134143015
133642566,"Attraktiv! Fantastische 2,5-Zimmer-Wohnung mit Dachterrasse und Einbauküche!",12103,1954.1,In den Alboingärten,1,Berlin,Schöneberg (Schöneberg),52.4604,13.36537,100.83,2.5,true,false,N/A,true,https://www.immobilienscout24.de/expose/133642566
133835102,Tauschwohnung: BIETE 5 Zi -- SUCHE 2-3 Zi,14055,1176.0,N/A,N/A,Berlin,Charlottenburg (Charlottenburg),N/A,N/A,118.0,5.0,true,true,N/A,false,https://www.immobilienscout24.de/expose/133835102
125369419,Der Himmel über Berlin: Exklusive Dachterrassenwohnung in Schöneberger Kiezlage ,10827,2899.0,Gustav-Freytag-Straße,8,Berlin,Schöneberg (Schöneberg),52.48046,13.35005,139.0,4.0,false,false,N/A,true,https://www.immobilienscout24.de/expose/125369419
133837046,**Exklusiv** Einzigartiges Luxusloft in denkmalgeschütztem Fabrikgebäude,13585,4026.75,Eiswerderstrasse,19,Berlin,Spandau (Spandau),52.5492,13.21952,295.0,4.0,false,true,N/A,false,https://www.immobilienscout24.de/expose/133837046
134124078,STILVOLLER NEUBAU IN EXKLUSIVER CITYLAGE: KU´DAMM**NOLLE**GLEISDREICK,10785,3495.0,N/A,N/A,Berlin,Tiergarten (Tiergarten),N/A,N/A,152.0,4.0,true,true,N/A,true,https://www.immobilienscout24.de/expose/134124078
133548504,Tauschwohnung: Suche Yorckstr./Anhalter Bhf (S1) und biete Rote Insel 2gg1 ,10829,590.0,N/A,N/A,Berlin,Schöneberg (Schöneberg),N/A,N/A,54.0,2.0,true,false,N/A,false,https://www.immobilienscout24.de/expose/133548504
133548513,Tauschwohnung: Suche 3 bis 5 zimmer biete 2 zimmer,12159,428.0,N/A,N/A,Berlin,Schöneberg (Schöneberg),N/A,N/A,58.0,2.0,false,false,N/A,false,https://www.immobilienscout24.de/expose/133548513
133548531,Tauschwohnung: 2 Zimmer-Whg in Pankow gegen 3 Zimmer ,13187,420.0,N/A,N/A,Berlin,Pankow (Pankow),N/A,N/A,42.0,2.0,false,false,N/A,true,https://www.immobilienscout24.de/expose/133548531
133548537,Tauschwohnung: 2 Zimmer Altbau Berlin Mitte gegen etwas Größeres  ,10115,495.0,N/A,N/A,Berlin,Mitte (Mitte),N/A,N/A,45.0,2.0,false,false,N/A,true,https://www.immobilienscout24.de/expose/133548537
133548476,"Tauschwohnung: Biete 3 Zi. Whg im Bötzowkiez, suche 4 Zi. Whg im Pberg",10407,738.0,N/A,N/A,Berlin,Prenzlauer Berg (Prenzlauer Berg),N/A,N/A,87.0,3.0,false,false,N/A,false,https://www.immobilienscout24.de/expose/133548476
133548542,Tauschwohnung: Tolle 3 Zimmer Wohnung mit Balkon gegen 2-3 Zimmer,10367,550.0,N/A,N/A,Berlin,Lichtenberg (Lichtenberg),N/A,N/A,67.0,3.0,true,false,N/A,false,https://www.immobilienscout24.de/expose/133548542
133548534,"Tauschwohnung: Helle, optimal geschnittene 3-Zi-Altbau-Wohnung, suchen 4-6Z",10589,770.0,N/A,N/A,Berlin,Charlottenburg (Charlottenburg),N/A,N/A,87.0,3.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/133548534
133557712,Tauschwohnung: Suche 3 und biete zwei mal 2 Zimmerwohnung in Xberg,10997,640.0,N/A,N/A,Berlin,Kreuzberg (Kreuzberg),N/A,N/A,44.0,2.0,false,false,N/A,true,https://www.immobilienscout24.de/expose/133557712
133548561,Tauschwohnung: 3 Zi gegen 3-4 Zi ,13403,419.0,N/A,N/A,Berlin,Reinickendorf (Reinickendorf),N/A,N/A,72.0,3.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/133548561
133548553,"Tauschwohnung: 2- Zi Whg Köpenick gg. 2,5-4 Zi Whg in Köpenick",12557,375.0,N/A,N/A,Berlin,Köpenick (Köpenick),N/A,N/A,60.0,2.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/133548553
133548637,Tauschwohnung: Schöne 3 Zi. Wohnung |ruhige zentrale Lage| Tiergarten/Mitte,10555,600.0,N/A,N/A,Berlin,Tiergarten (Tiergarten),N/A,N/A,74.0,3.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/133548637
133548569,Tauschwohnung: 3 Zimmerwohnung in Moabit gegen 3 Zimmerwhg in Mitte/PBerg,10553,699.0,N/A,N/A,Berlin,Tiergarten (Tiergarten),N/A,N/A,80.0,3.0,false,false,N/A,true,https://www.immobilienscout24.de/expose/133548569
133548602,Tauschwohnung: Drei gemütliche Zimmer im Bukow gegen 4 Zimmer ,12353,450.0,N/A,N/A,Berlin,Rudow (Neukölln),N/A,N/A,79.0,3.0,true,true,N/A,true,https://www.immobilienscout24.de/expose/133548602
133550337,Tauschwohnung: Biete 2 Zi am Forckenbeckplatz,10247,514.0,N/A,N/A,Berlin,Friedrichshain (Friedrichshain),N/A,N/A,72.0,2.0,true,false,N/A,false,https://www.immobilienscout24.de/expose/133550337
133548590,Tauschwohnung: Altbau 2Zmr Wilmersdorf/Schöneberg gegen 3 Zimmer,10715,759.0,N/A,N/A,Berlin,Wilmersdorf (Wilmersdorf),N/A,N/A,62.0,2.0,true,false,N/A,false,https://www.immobilienscout24.de/expose/133548590
133548621,Tauschwohnung: 2 Zi. Whg Alt Treptow gegen 3-4 Zi. Whg in Alt Treptow,12435,399.0,N/A,N/A,Berlin,Treptow (Treptow),N/A,N/A,63.0,2.0,false,false,N/A,false,https://www.immobilienscout24.de/expose/133548621
133564252,Tauschwohnung: NUR LANDESEIGENE! Biete 2 Zimmer + Balkon in Friedrichshain,10245,343.0,N/A,N/A,Berlin,Friedrichshain (Friedrichshain),N/A,N/A,52.0,2.0,true,false,N/A,false,https://www.immobilienscout24.de/expose/133564252
133564248,Tauschwohnung: 1 Zimmer-Wohnung gegen größer,12055,510.0,N/A,N/A,Berlin,Neukölln (Neukölln),N/A,N/A,43.0,1.0,true,false,N/A,false,https://www.immobilienscout24.de/expose/133564248
131795306,"Tauschwohnung: Biete 120 qm / 4,5 Zi Zehlendorf, suche KB/SB/PB/Umland",14169,1200.0,N/A,N/A,Berlin,Zehlendorf (Zehlendorf),N/A,N/A,120.0,4.5,true,true,N/A,true,https://www.immobilienscout24.de/expose/131795306
133564260,Tauschwohnung: Suche 3 Zimmer gegen 2  Zimmer,10407,360.0,N/A,N/A,Berlin,Prenzlauer Berg (Prenzlauer Berg),N/A,N/A,54.0,2.0,false,false,N/A,false,https://www.immobilienscout24.de/expose/133564260
133710312,"Tauschwohnung: Biete: große helle 1 Zimmerw., suche 1,5 zimmer",12047,570.0,N/A,N/A,Berlin,Neukölln (Neukölln),N/A,N/A,45.0,1.0,true,true,N/A,true,https://www.immobilienscout24.de/expose/133710312
133600820,Tauschwohnung: Suche Schöneberg/Kreuzberg/Tempelhof und biete Neukölln,12059,510.0,N/A,N/A,Berlin,Neukölln (Neukölln),N/A,N/A,68.0,2.0,true,false,N/A,true,https://www.immobilienscout24.de/expose/133600820
133584700,Tauschwohnung: Planufer: Suche 2- 3 Zi- Wohnung und biete 3 Zimmer ,10967,587.0,N/A,N/A,Berlin,Kreuzberg (Kreuzberg),N/A,N/A,74.0,3.0,true,true,N/A,false,https://www.immobilienscout24.de/expose/133584700
